account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,current_mrr,current_arr,is_trial,total_usage_count,ticket_count,avg_satisfaction,escalation_rate,has_upgraded,has_downgraded,tenure_days,churn_target,churn_probability,revenue_at_risk,churn_probability_percent,priority,recommended_action
A-d82ef9,Company_355,EdTech,UK,2024-07-02,other,Pro,26.0,1274.0,15288.0,False,596,3.0,4.333333333333333,0.0,True,True,90,0,0.5229687246336719,666.2621551832981,52.2968724633672,High,Proactive retention outreach
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Enterprise,6.0,1194.0,14328.0,False,717,2.0,5.0,0.0,False,False,34,1,0.5079504591943846,606.4928482780953,50.79504591943847,High,Proactive retention outreach
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Basic,41.0,779.0,9348.0,False,547,5.0,3.6666666666666665,0.0,False,False,14,1,0.6808001830747895,530.343342615261,68.08001830747895,High,Proactive retention outreach
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Pro,20.0,980.0,11760.0,False,430,2.0,4.0,0.0,True,False,40,0,0.5204382475920922,510.0294826402504,52.04382475920922,High,Proactive retention outreach
A-5247b3,Company_375,FinTech,UK,2024-03-12,partner,Pro,16.0,784.0,9408.0,False,555,5.0,4.0,0.0,True,False,202,1,0.61127285034621,479.2379146714287,61.127285034621,High,Proactive retention outreach
A-a09355,Company_459,FinTech,US,2024-08-10,organic,Pro,15.0,735.0,8820.0,False,673,5.0,4.0,0.0,False,False,51,1,0.6235882195769198,458.33734138903606,62.35882195769198,High,Proactive retention outreach
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Basic,36.0,684.0,8208.0,False,524,8.0,4.4,0.0,False,False,24,0,0.5907706653152189,404.08713507560975,59.07706653152189,High,Proactive retention outreach
A-c42f1f,Company_21,HealthTech,US,2024-07-28,other,Pro,11.0,539.0,6468.0,False,321,9.0,4.0,0.1111111111111111,False,False,64,0,0.67916181501519,366.0682182931874,67.916181501519,High,Proactive retention outreach
A-0e966d,Company_493,FinTech,IN,2024-06-25,ads,Pro,13.0,637.0,7644.0,False,517,2.0,5.0,0.5,False,False,97,0,0.5064826458596787,322.6294454126153,50.64826458596787,High,Priority support intervention
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Basic,30.0,570.0,6840.0,False,603,4.0,3.75,0.25,False,False,63,1,0.5590621247998984,318.66541113594207,55.90621247998983,High,Proactive retention outreach
A-d4ac0e,Company_364,DevTools,UK,2024-04-20,ads,Basic,29.0,551.0,6612.0,False,683,3.0,4.0,0.0,True,False,163,0,0.5753163355484762,316.9993008872104,57.531633554847616,High,Proactive retention outreach
A-cd458b,Company_430,DevTools,US,2024-06-15,other,Basic,27.0,513.0,6156.0,False,760,4.0,4.5,0.0,False,False,107,1,0.584878850832863,300.0428504772587,58.48788508328629,High,Proactive retention outreach
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Basic,19.0,361.0,4332.0,False,423,7.0,3.0,0.0,False,False,5,1,0.7809160180894278,281.91068253028345,78.09160180894278,High,Customer satisfaction outreach
A-8ae3fc,Company_495,DevTools,CA,2024-06-28,ads,Pro,9.0,441.0,5292.0,False,349,4.0,3.5,0.0,False,False,94,0,0.5665916980986029,249.86693886148387,56.65916980986029,High,Proactive retention outreach
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21.0,399.0,4788.0,False,639,4.0,4.666666666666667,0.0,False,False,82,0,0.5531426785579239,220.70392874461163,55.31426785579239,High,Proactive retention outreach
A-751c58,Company_393,FinTech,UK,2024-07-18,organic,Basic,18.0,342.0,4104.0,False,472,4.0,4.0,0.0,True,False,74,1,0.5496460605205934,187.97895269804292,54.96460605205934,High,Proactive retention outreach
A-bc87bc,Company_456,FinTech,US,2024-07-17,event,Basic,18.0,342.0,4104.0,False,325,5.0,3.5,0.0,False,False,75,0,0.5192013061169671,177.56684669200277,51.92013061169671,High,Proactive retention outreach
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Pro,4.0,196.0,2352.0,False,516,2.0,5.0,0.0,True,False,107,1,0.51152586918589,100.25907036043444,51.152586918589,High,Proactive retention outreach
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7.0,133.0,1596.0,False,613,5.0,4.0,0.0,True,False,50,0,0.5531847021279961,73.57356538302348,55.31847021279961,High,Proactive retention outreach
A-9077b0,Company_41,HealthTech,US,2024-08-25,ads,Basic,2.0,38.0,456.0,False,460,3.0,4.333333333333333,0.0,False,False,36,0,0.5216636395588109,19.82321830323481,52.16636395588109,High,Proactive retention outreach
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19.0,0.0,0.0,True,583,3.0,4.5,0.0,True,True,32,1,0.5528995964016382,0.0,55.28995964016382,High,Proactive retention outreach
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Enterprise,13.0,0.0,0.0,True,756,7.0,4.5,0.1428571428571428,False,False,116,0,0.5879538408250348,0.0,58.79538408250348,High,Proactive retention outreach
A-4e44e8,Company_22,DevTools,US,2024-08-20,ads,Basic,10.0,0.0,0.0,True,637,3.0,3.333333333333333,0.0,True,False,41,1,0.6562650168293983,0.0,65.62650168293983,High,Proactive retention outreach
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24.0,0.0,0.0,True,503,5.0,4.0,0.0,False,True,162,1,0.5457490222735687,0.0,54.57490222735687,High,Proactive retention outreach
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Pro,11.0,0.0,0.0,True,502,4.0,3.0,0.0,False,False,142,0,0.5129920377519046,0.0,51.29920377519046,High,Customer satisfaction outreach
A-34ea2f,Company_436,HealthTech,US,2024-08-15,organic,Enterprise,23.0,0.0,0.0,True,461,7.0,3.8,0.0,False,False,46,1,0.5742328983587788,0.0,57.42328983587788,High,Proactive retention outreach
A-bcbe98,Company_452,Cybersecurity,US,2024-07-29,other,Enterprise,46.0,0.0,0.0,True,499,7.0,4.0,0.1428571428571428,True,True,63,1,0.510468292357156,0.0,51.0468292357156,High,Proactive retention outreach
A-427b69,Company_453,FinTech,US,2024-08-23,other,Pro,17.0,0.0,0.0,True,619,2.0,3.0,0.0,False,False,38,0,0.6432086385110177,0.0,64.32086385110178,High,Customer satisfaction outreach
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,,,,,,371,3.0,5.0,0.0,0,0,8,0,0.5199590040248961,,51.99590040248962,High,Proactive retention outreach
A-b54c01,Company_354,DevTools,US,2024-09-29,event,,,,,,208,5.0,3.0,0.0,0,0,1,1,0.5730271788412504,,57.302717884125045,High,Customer satisfaction outreach
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83.0,16517.0,198204.0,False,369,2.0,4.0,0.0,True,False,27,0,0.3554764737954901,5871.404917680111,35.54764737954901,Medium,Proactive retention outreach
A-054577,Company_455,EdTech,UK,2024-04-28,ads,Enterprise,75.0,14925.0,179100.0,False,733,1.0,4.0,0.0,True,True,155,0,0.3614468636316348,5394.59443970215,36.14468636316349,Medium,Proactive retention outreach
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Enterprise,50.0,9950.0,119400.0,False,535,5.0,4.0,0.2,False,False,186,0,0.4573869350103431,4551.000003352914,45.73869350103432,Medium,Proactive retention outreach
A-0cc442,Company_198,EdTech,US,2024-07-18,organic,Enterprise,53.0,10547.0,126564.0,False,668,3.0,3.0,0.0,True,True,74,1,0.4213441551714889,4443.916804593694,42.134415517148895,Medium,Customer satisfaction outreach
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,45.0,8955.0,107460.0,False,612,5.0,3.0,0.0,True,False,267,0,0.3559568606455537,3187.5936870809333,35.59568606455537,Medium,Customer satisfaction outreach
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34.0,6766.0,81192.0,False,531,9.0,3.5,0.0,True,False,517,1,0.4372216548373966,2958.241716629825,43.72216548373966,Medium,Proactive retention outreach
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Enterprise,43.0,8557.0,102684.0,False,460,4.0,3.5,0.25,True,False,169,0,0.3170055116889645,2712.6161635224694,31.700551168896453,Medium,Proactive retention outreach
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,27.0,5373.0,64476.0,False,597,4.0,4.0,0.25,False,True,85,0,0.4982515507269834,2677.1055820560823,49.82515507269834,Medium,Proactive retention outreach
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Enterprise,38.0,7562.0,90744.0,False,258,3.0,3.6666666666666665,0.3333333333333333,False,False,77,0,0.3090421987897103,2336.9771072477897,30.904219878971038,Medium,Priority support intervention
A-3f9cc0,Company_359,HealthTech,US,2024-06-03,event,Enterprise,30.0,5970.0,71640.0,False,389,4.0,4.5,0.25,True,True,119,1,0.3779445328146274,2256.3288609033257,37.79445328146274,Medium,Proactive retention outreach
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Enterprise,28.0,5572.0,66864.0,False,363,4.0,3.25,0.0,True,False,37,0,0.3983161397141121,2219.4175304870328,39.83161397141121,Medium,Proactive retention outreach
A-f5641b,Company_382,EdTech,US,2024-03-30,other,Enterprise,31.0,6169.0,74028.0,False,383,4.0,3.0,0.25,True,True,184,0,0.35900477643962,2214.700465856016,35.900477643962,Medium,Customer satisfaction outreach
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Enterprise,22.0,4378.0,52536.0,False,416,9.0,3.8,0.0,False,False,278,1,0.4854058591734517,2125.106851461372,48.54058591734517,Medium,Proactive retention outreach
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Enterprise,23.0,4577.0,54924.0,False,539,4.0,3.6666666666666665,0.0,False,False,148,0,0.4598043438120406,2104.52448162771,45.98043438120406,Medium,Proactive retention outreach
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30.0,5970.0,71640.0,False,280,5.0,3.6666666666666665,0.2,True,False,352,1,0.3430662435213071,2048.105473822204,34.30662435213072,Medium,Proactive retention outreach
A-b7b7b7,Company_338,FinTech,US,2024-06-30,event,Enterprise,24.0,4776.0,57312.0,False,521,3.0,5.0,0.0,True,False,92,0,0.4175548711696787,1994.2420647063852,41.75548711696787,Medium,Proactive retention outreach
A-4814a3,Company_337,Cybersecurity,IN,2024-09-17,event,Pro,87.0,4263.0,51156.0,False,513,4.0,4.0,0.25,True,False,13,1,0.4605192203506297,1963.1934363547343,46.05192203506297,Medium,Proactive retention outreach
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Enterprise,24.0,4776.0,57312.0,False,467,1.0,4.0,0.0,False,True,88,1,0.4074660654584749,1946.0579286296768,40.7466065458475,Medium,Proactive retention outreach
A-87aa7b,Company_433,HealthTech,US,2024-05-16,organic,Enterprise,24.0,4776.0,57312.0,False,649,2.0,,0.5,True,True,137,1,0.3758052298279108,1794.8457776581024,37.58052298279109,Medium,Priority support intervention
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Enterprise,23.0,4577.0,54924.0,False,344,2.0,,0.0,False,False,158,0,0.3534922622893967,1617.9340844985686,35.34922622893967,Medium,Proactive retention outreach
A-0a62f5,Company_381,FinTech,UK,2024-09-11,partner,Enterprise,16.0,3184.0,38208.0,False,233,1.0,,0.0,False,False,19,1,0.4959554431103468,1579.1221308633444,49.595544311034686,Medium,Proactive retention outreach
A-58b9ff,Company_425,DevTools,IN,2024-05-31,partner,Pro,63.0,3087.0,37044.0,False,581,2.0,4.0,0.5,False,True,122,1,0.4931317336840106,1522.2976618825408,49.31317336840107,Medium,Priority support intervention
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Enterprise,17.0,3383.0,40596.0,False,408,3.0,3.0,0.0,False,False,125,0,0.4390332913471995,1485.249624627576,43.90332913471995,Medium,Customer satisfaction outreach
A-fe79a5,Company_81,HealthTech,IN,2024-02-21,ads,Enterprise,23.0,4577.0,54924.0,False,299,3.0,5.0,0.0,True,False,222,0,0.3208279293055962,1468.4294324317138,32.08279293055962,Medium,Proactive retention outreach
A-7cfe77,Company_367,DevTools,US,2024-07-10,ads,Pro,69.0,3381.0,40572.0,False,188,6.0,3.6666666666666665,0.0,True,True,82,1,0.4284966032308369,1448.7470155234596,42.84966032308369,Medium,Product adoption outreach
A-2d1036,Company_399,FinTech,US,2024-06-14,ads,Pro,69.0,3381.0,40572.0,False,590,4.0,4.5,0.25,False,True,108,1,0.4150225495558236,1403.1912400482397,41.502254955582366,Medium,Proactive retention outreach
A-96215d,Company_318,FinTech,US,2024-08-08,event,Enterprise,16.0,3184.0,38208.0,False,306,1.0,3.0,0.0,True,False,53,0,0.4391058974129455,1398.1131773628183,43.91058974129455,Medium,Customer satisfaction outreach
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Enterprise,15.0,2985.0,35820.0,False,751,2.0,3.0,0.0,False,False,207,1,0.4410960355352651,1316.6716660727664,44.10960355352651,Medium,Customer satisfaction outreach
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Enterprise,19.0,3781.0,45372.0,False,411,5.0,4.0,0.2,True,False,228,0,0.3289222093605183,1243.6548735921197,32.89222093605183,Medium,Proactive retention outreach
A-9f0b68,Company_489,EdTech,US,2024-04-28,ads,Enterprise,13.0,2587.0,31044.0,False,663,2.0,3.0,0.0,False,False,155,1,0.4492637543569488,1162.2453325214267,44.92637543569488,Medium,Customer satisfaction outreach
A-94f8c9,Company_51,HealthTech,US,2024-03-29,other,Enterprise,13.0,2587.0,31044.0,False,655,3.0,5.0,0.0,True,False,185,0,0.4196648016635055,1085.672841903489,41.96648016635056,Medium,Proactive retention outreach
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Pro,44.0,2156.0,25872.0,False,424,4.0,3.75,0.0,False,False,72,0,0.4991828498760683,1076.2382243328034,49.91828498760683,Medium,Proactive retention outreach
A-d922bf,Company_221,HealthTech,US,2023-09-08,ads,Enterprise,15.0,2985.0,35820.0,False,379,7.0,3.333333333333333,0.1428571428571428,False,False,388,1,0.3571967278663296,1066.232232680994,35.71967278663297,Medium,Proactive retention outreach
A-dfbd31,Company_190,DevTools,UK,2023-12-04,partner,Pro,43.0,2107.0,25284.0,False,559,5.0,4.25,0.0,True,False,301,1,0.467294695404106,984.5899232164514,46.729469540410605,Medium,Proactive retention outreach
A-cc102e,Company_443,HealthTech,US,2024-04-15,partner,Enterprise,13.0,2587.0,31044.0,False,333,3.0,4.0,0.0,False,False,168,1,0.3750804612793252,970.3331533296144,37.50804612793252,Medium,Proactive retention outreach
A-a1b80b,Company_184,HealthTech,US,2023-11-27,organic,Enterprise,16.0,3184.0,38208.0,False,580,4.0,4.0,0.0,True,True,308,0,0.3041564593601359,968.4341666026728,30.4156459360136,Medium,Proactive retention outreach
A-d535f6,Company_421,DevTools,US,2024-09-03,organic,Enterprise,12.0,2388.0,28656.0,False,448,0.0,,0.0,False,False,27,1,0.3928500710937013,938.1259697717588,39.28500710937013,Medium,Proactive retention outreach
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,12.0,2388.0,28656.0,False,596,1.0,4.0,0.0,False,False,99,1,0.373252106858667,891.3260311784969,37.32521068586671,Medium,Proactive retention outreach
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Enterprise,14.0,2786.0,33432.0,False,459,3.0,5.0,0.0,True,True,120,0,0.3105469602701891,865.183831312747,31.054696027018917,Medium,Proactive retention outreach
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Enterprise,10.0,1990.0,23880.0,False,426,2.0,4.0,0.0,False,False,95,0,0.430909516293985,857.5099374250301,43.090951629398496,Medium,Proactive retention outreach
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Pro,45.0,2205.0,26460.0,False,405,5.0,4.0,0.0,False,False,239,0,0.3836718552882031,845.9964409104878,38.36718552882031,Medium,Proactive retention outreach
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Pro,38.0,1862.0,22344.0,False,571,6.0,4.0,0.0,True,False,289,1,0.4399691930936957,819.2226375404615,43.99691930936957,Medium,Proactive retention outreach
A-684255,Company_20,FinTech,US,2024-04-14,ads,Enterprise,9.0,1791.0,21492.0,False,569,4.0,4.666666666666667,0.25,True,False,169,0,0.4553098129180423,815.4598749362139,45.53098129180423,Medium,Proactive retention outreach
A-69b156,Company_396,EdTech,US,2023-11-21,other,Enterprise,13.0,2587.0,31044.0,False,340,7.0,4.0,0.0,False,False,314,0,0.312945228817286,809.5893069503188,31.2945228817286,Medium,Proactive retention outreach
A-4c56c9,Company_449,FinTech,US,2023-12-20,partner,Enterprise,9.0,1791.0,21492.0,False,535,4.0,4.0,0.0,False,False,285,0,0.4030638009547242,721.8872675099111,40.30638009547242,Medium,Proactive retention outreach
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,30.0,1470.0,17640.0,False,666,5.0,4.333333333333333,0.0,True,False,192,1,0.4741141702700686,696.9478302970009,47.41141702700686,Medium,Proactive retention outreach
A-d62e02,Company_420,Cybersecurity,US,2024-08-20,partner,Enterprise,10.0,1990.0,23880.0,False,245,1.0,4.0,0.0,False,True,41,0,0.3236483415019305,644.0601995888417,32.36483415019305,Medium,Proactive retention outreach
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Basic,68.0,1292.0,15504.0,False,480,6.0,4.5,0.0,False,False,29,1,0.4909389677675873,634.2931463557228,49.09389677675873,Medium,Proactive retention outreach
A-bc4d48,Company_343,EdTech,US,2024-06-12,ads,Pro,35.0,1715.0,20580.0,False,298,5.0,4.0,0.0,True,False,110,0,0.3592016189058053,616.0307764234561,35.92016189058053,Medium,Proactive retention outreach
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,9.0,1791.0,21492.0,False,393,5.0,3.333333333333333,0.2,True,False,502,1,0.3353740795679668,600.6549765062285,33.53740795679668,Medium,Proactive retention outreach
A-39868b,Company_422,FinTech,AU,2024-03-17,partner,Enterprise,9.0,1791.0,21492.0,False,247,6.0,4.25,0.0,False,False,197,0,0.3346027227470691,599.2734764400008,33.46027227470691,Medium,Proactive retention outreach
A-eb1312,Company_322,FinTech,US,2024-09-16,partner,Pro,25.0,1225.0,14700.0,False,544,1.0,5.0,0.0,False,False,14,1,0.4630047570447543,567.1808273798241,46.30047570447544,Medium,Proactive retention outreach
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,36.0,1764.0,21168.0,False,201,6.0,3.6666666666666665,0.0,False,False,286,1,0.3077108008931045,542.8018527754364,30.771080089310452,Medium,Proactive retention outreach
A-4a267b,Company_451,FinTech,US,2024-05-05,other,Pro,25.0,1225.0,14700.0,False,420,4.0,4.333333333333333,0.0,False,False,148,0,0.4403546191337584,539.4344084388541,44.03546191337585,Medium,Proactive retention outreach
A-5ed98d,Company_479,DevTools,US,2024-06-22,partner,Pro,24.0,1176.0,14112.0,False,239,5.0,5.0,0.0,False,False,100,1,0.4258124088834881,500.755392846982,42.58124088834881,Medium,Proactive retention outreach
A-b7ef83,Company_474,Cybersecurity,UK,2024-05-29,partner,Enterprise,5.0,995.0,11940.0,False,645,1.0,4.0,0.0,True,False,124,0,0.4986440470418226,496.1508268066135,49.86440470418226,Medium,Proactive retention outreach
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,31.0,1519.0,18228.0,False,242,3.0,,0.0,True,False,314,1,0.3118255788984209,473.6630543467013,31.182557889842087,Medium,Proactive retention outreach
A-812c5b,Company_395,DevTools,CA,2024-02-25,organic,Basic,55.0,1045.0,12540.0,False,794,4.0,4.0,0.0,False,False,218,0,0.402488950661491,420.60095344125807,40.248895066149096,Medium,Proactive retention outreach
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Basic,73.0,1387.0,16644.0,False,129,3.0,3.0,0.0,True,False,179,0,0.3005663175671306,416.8854824656102,30.056631756713063,Medium,Customer satisfaction outreach
A-ac85cd,Company_485,EdTech,US,2024-07-31,partner,Basic,53.0,1007.0,12084.0,False,527,3.0,3.5,0.0,False,False,61,1,0.3973440733344967,400.1254818478382,39.73440733344968,Medium,Proactive retention outreach
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,21.0,1029.0,12348.0,False,456,1.0,3.0,0.0,False,False,124,0,0.374976153898373,385.85046236142585,37.4976153898373,Medium,Customer satisfaction outreach
A-82861f,Company_350,DevTools,UK,2024-04-25,organic,Basic,41.0,779.0,9348.0,False,417,4.0,3.25,0.0,False,False,158,0,0.4647848663392424,362.0674108782698,46.47848663392424,Medium,Proactive retention outreach
A-7f29a7,Company_386,Cybersecurity,UK,2024-09-18,event,Basic,41.0,779.0,9348.0,False,570,1.0,4.0,0.0,False,False,12,1,0.454286484178955,353.889171175406,45.42864841789551,Medium,Proactive retention outreach
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Pro,14.0,686.0,8232.0,False,556,3.0,3.0,0.0,False,False,95,0,0.4963481704291556,340.49484491440074,49.63481704291556,Medium,Customer satisfaction outreach
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Pro,18.0,882.0,10584.0,False,144,2.0,4.0,0.0,False,False,37,1,0.3806418393193312,335.7261022796501,38.06418393193313,Medium,Product adoption outreach
A-296d7c,Company_182,DevTools,DE,2023-11-08,other,Pro,16.0,784.0,9408.0,False,332,5.0,3.75,0.0,False,False,327,1,0.4129267751728281,323.73459173549725,41.29267751728281,Medium,Proactive retention outreach
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Basic,37.0,703.0,8436.0,False,553,2.0,4.0,0.0,False,False,71,0,0.4458838566300727,313.4563512109411,44.58838566300727,Medium,Proactive retention outreach
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Basic,33.0,627.0,7524.0,False,552,1.0,4.0,0.0,False,False,16,0,0.4826435151124622,302.61748397551384,48.26435151124623,Medium,Proactive retention outreach
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,35.0,665.0,7980.0,False,941,2.0,5.0,0.0,False,False,5,1,0.4478408530560719,297.8141672822879,44.7840853056072,Medium,Proactive retention outreach
A-781cc0,Company_499,EdTech,US,2024-09-04,organic,Basic,34.0,646.0,7752.0,False,719,3.0,4.0,0.0,True,False,26,1,0.4348885038726373,280.93797350172366,43.48885038726373,Medium,Proactive retention outreach
A-6f8ad2,Company_57,EdTech,IN,2024-07-09,organic,Basic,29.0,551.0,6612.0,False,819,2.0,4.0,0.0,True,False,83,0,0.4963752975550091,273.50278895281,49.63752975550091,Medium,Proactive retention outreach
A-7c83a1,Company_447,Cybersecurity,US,2024-05-06,partner,Pro,12.0,588.0,7056.0,False,550,4.0,4.0,0.0,False,False,147,0,0.4586192553834798,269.6681221654861,45.86192553834798,Medium,Proactive retention outreach
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Basic,29.0,551.0,6612.0,False,687,2.0,,0.0,True,False,98,1,0.4793841782643017,264.1406822236302,47.93841782643017,Medium,Proactive retention outreach
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Basic,33.0,627.0,7524.0,False,251,2.0,4.0,0.0,False,False,6,1,0.408220397364658,255.9541891476406,40.82203973646581,Medium,Proactive retention outreach
A-3be56b,Company_200,HealthTech,IN,2023-10-26,event,Basic,37.0,703.0,8436.0,False,472,4.0,3.5,0.0,True,True,340,0,0.3491994453243898,245.48721006304604,34.919944532438976,Medium,Proactive retention outreach
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Pro,15.0,735.0,8820.0,False,755,2.0,,0.0,True,False,436,0,0.3085025979046364,226.74940945990772,30.85025979046364,Medium,Proactive retention outreach
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Enterprise,3.0,597.0,7164.0,False,414,4.0,3.5,0.0,False,True,401,0,0.3760738887771607,224.51611159996492,37.60738887771607,Medium,Proactive retention outreach
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Pro,13.0,637.0,7644.0,False,227,4.0,4.5,0.0,False,True,89,1,0.3468921078727023,220.9702727149114,34.689210787270234,Medium,Proactive retention outreach
A-600734,Company_327,DevTools,US,2023-11-14,organic,Basic,29.0,551.0,6612.0,False,586,7.0,3.6666666666666665,0.1428571428571428,True,False,321,0,0.396234876256658,218.32541681741856,39.6234876256658,Medium,Proactive retention outreach
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11.0,539.0,6468.0,False,397,5.0,4.0,0.0,False,False,279,1,0.3895865337840739,209.98714170961583,38.95865337840739,Medium,Proactive retention outreach
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,13.0,637.0,7644.0,False,286,6.0,3.6666666666666665,0.0,True,False,331,0,0.3294759446073477,209.87617671488047,32.94759446073477,Medium,Proactive retention outreach
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31.0,589.0,7068.0,False,556,6.0,5.0,0.1666666666666666,False,True,283,0,0.3468720558282556,204.30764088284255,34.68720558282556,Medium,Proactive retention outreach
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Basic,33.0,627.0,7524.0,False,226,2.0,4.0,0.0,False,False,4,1,0.3157725237625116,197.98937239909475,31.57725237625116,Medium,Proactive retention outreach
